Symbol,Name,Industry,Market Cap,Sector,Country
RFAC,RF Acquisition Corp.,Blank Check / SPAC,134808000.0,Financial Services,Singapore
RFIL,"RF Industries, Ltd.","Electronic Equipment, Instruments & C...",66130110.0,Industrials,United States
RFL,"Rafael Holdings, Inc.",Real Estate Management & Development,37862552.0,Healthcare,United States
RFP,Resolute Forest Products Inc.,Paper & Forest Products,1084367992.0,Basic Materials,Canada
RGA,"Reinsurance Group of America, Incorporated",Insurance,8271243199.0,Financial Services,United States
RGC,Regencell Bioscience Holdings Limited,Drug Manufacturers-Specialty & Generic,377374100.0,Healthcare,Hong Kong
RGCO,"RGC Resources, Inc.",Gas Utilities,199647033.0,Utilities,United States
RGEN,Repligen Corporation,Life Sciences Tools & Services,8823302125.0,Healthcare,United States
RGF,"The Real Good Food Company, Inc.",Packaged Foods,38931942.0,Consumer Defensive,United States
RGLD,"Royal Gold, Inc.",Metals & Mining,7549797319.0,Basic Materials,United States
RGLS,Regulus Therapeutics Inc.,Biotechnology,40217763.0,Healthcare,United States
RGNX,REGENXBIO Inc.,Biotechnology,870442102.0,Healthcare,United States
RGP,"Resources Connection, Inc.","Oil, Gas & Consumable Fuels",587610164.0,Industrials,United States
RGR,"Sturm, Ruger & Company, Inc.",Leisure Products,1186198750.0,Industrials,United States
RGS,Regis Corporation,Diversified Consumer Services,33145913.0,Consumer Cyclical,United States
RGTI,"Rigetti Computing, Inc.",Computer Hardware,949267131.0,Technology,United States
RH,RH,Specialty Retail,6866092016.0,Consumer Cyclical,United States
RHE,"Regional Health Properties, Inc.",Health Care Providers & Services,4762690.0,Healthcare,United States
RHI,Robert Half International Inc.,Professional Services,9604771826.0,Industrials,United States
RHP,"Ryman Hospitality Properties, Inc.",Equity Real Estate Investment Trusts ...,4788869608.0,Real Estate,United States
RIBT,RiceBran Technologies,Food Products,34948079.0,Consumer Defensive,United States
RICK,"RCI Hospitality Holdings, Inc.","Hotels, Restaurants & Leisure",539757735.0,Consumer Cyclical,United States
RICO,Agrico Acquisition Corp.,Blank Check / SPAC,184204125.0,Financial Services,Cayman Islands
RIDE,Lordstown Motors Corp.,Automobiles,379669760.0,Consumer Cyclical,United States
RIG,Transocean Ltd.,Energy Equipment & Services,2860434943.0,Energy,Switzerland
RIGL,"Rigel Pharmaceuticals, Inc.",Biotechnology,309693600.0,Healthcare,United States
RILY,"B. Riley Financial, Inc.",Capital Markets,1491365880.0,Financial Services,United States
RIO,Rio Tinto Group,Metals & Mining,117000000000.0,Basic Materials,United Kingdom
RIOT,"Riot Blockchain, Inc.",Software,854932090.0,Technology,United States
RIVN,"Rivian Automotive, Inc.",Auto Manufacturers,25821782000.0,Consumer Cyclical,United States
RJAC,Jackson Acquisition Company,Blank Check / SPAC,274231230.0,Financial Services,United States
RJF,"Raymond James Financial, Inc.",Capital Markets,20018974639.0,Financial Services,United States
RKDA,"Arcadia Biosciences, Inc.",Food Products,27958014.0,Basic Materials,United States
RKLB,"Rocket Lab USA, Inc.",Aerospace & Defense,2161326588.0,Industrials,United States
RKLY,Rockley Photonics Holdings Limited,Semiconductors,387015006.0,Technology,United Kingdom
RKT,"Rocket Companies, Inc.",Thrifts & Mortgage Finance,18283159549.0,Financial Services,United States
RKTA,Rocket Internet Growth Opportunities Corp.,Blank Check / SPAC,327408759.0,Financial Services,Cayman Islands
RL,Ralph Lauren Corporation,"Textiles, Apparel & Luxury Goods",6896120310.0,Consumer Cyclical,United States
RLAY,"Relay Therapeutics, Inc.",Biotechnology,1820038266.0,Healthcare,United States
RLGT,"Radiant Logistics, Inc.",Air Freight & Logistics,319488350.0,Industrials,United States
RLGY,Realogy Holdings Corp.,Real Estate Management & Development,1460432892.0,Real Estate,United States
RLI,RLI Corp.,Insurance,5446530040.0,Financial Services,United States
RLJ,RLJ Lodging Trust,Equity Real Estate Investment Trusts ...,2242688766.0,Real Estate,United States
RLMD,"Relmada Therapeutics, Inc.",Pharmaceuticals,559028474.0,Healthcare,United States
RLX,RLX Technology Inc.,Tobacco,3018385663.0,Consumer Defensive,China
RLYB,Rallybio Corporation,Biotechnology,417703000.0,Healthcare,United States
RM,Regional Management Corp.,Consumer Finance,453035543.0,Financial Services,United States
RMAX,"RE/MAX Holdings, Inc.",Real Estate Management & Development,779734525.0,Real Estate,United States
RMBI,"Richmond Mutual Bancorporation, Inc.",Banks,179320485.0,Financial Services,United States
RMBL,"RumbleON, Inc.",Internet & Direct Marketing Retail,266361888.0,Consumer Cyclical,United States
RMBS,Rambus Inc.,Semiconductors & Semiconductor Equipment,2709600757.0,Technology,United States
RMCF,"Rocky Mountain Chocolate Factory, Inc.",Food Products,40663340.0,Consumer Defensive,United States
RMD,ResMed Inc.,Health Care Equipment & Supplies,29558345685.0,Healthcare,United States
RMED,"Ra Medical Systems, Inc.",Health Care Equipment & Supplies,9284485.0,Healthcare,United States
RMGC,RMG Acquisition Corp. III,Blank Check / SPAC,592278779.0,Financial Services,United States
RMNI,"Rimini Street, Inc.",Software,534425600.0,Technology,United States
RMO,"Romeo Power, Inc.",Electrical Equipment,121877863.0,Consumer Cyclical,United States
RMR,The RMR Group Inc.,Real Estate Management & Development,484814040.0,Real Estate,United States
RMTI,"Rockwell Medical, Inc.",Health Care Equipment & Supplies,12969368.0,Healthcare,United States
RNA,"Avidity Biosciences, Inc.",Biotechnology,667327167.0,Healthcare,United States
RNAZ,"TransCode Therapeutics, Inc.",Biotechnology,23423846.0,Healthcare,United States
RNDB,"Randolph Bancorp, Inc.",Thrifts & Mortgage Finance,134990552.0,Financial Services,United States
RNER,Mount Rainier Acquisition Corp.,Blank Check / SPAC,442730806.0,Financial Services,United States
RNG,"RingCentral, Inc.",Software,5878956003.0,Technology,United States
RNGR,"Ranger Energy Services, Inc.",Energy Equipment & Services,266268134.0,Energy,United States
RNLX,Renalytix Plc,Health Care Technology,133821108.0,Healthcare,United States
RNR,RenaissanceRe Holdings Ltd.,Insurance,6737496982.0,Financial Services,Bermuda
RNST,Renasant Corporation,Banks,1737375076.0,Financial Services,United States
RNW,ReNew Energy Global plc,Utilities-Renewable,2857697019.0,Utilities,India
RNWK,"RealNetworks, Inc.",Software,30398473.0,Communication Services,United States
RNXT,"RenovoRx, Inc.",Biotechnology,17317702.0,Healthcare,United States
ROAD,"Construction Partners, Inc.",Construction & Engineering,1196449650.0,Industrials,United States
ROC,ROC Energy Acquisition Corp.,Blank Check / SPAC,266898920.0,Financial Services,United States
ROCC,Ranger Oil Corporation,Oil & Gas E&P,856271164.0,Energy,United States
ROCG,Roth CH Acquisition IV Co.,Blank Check / SPAC,147178070.0,Financial Services,United States
ROCK,"Gibraltar Industries, Inc.",Building Products,1368464367.0,Industrials,United States
ROCL,Roth Ch Acquisition V Co.,Blank Check / SPAC,145620237.0,Financial Services,United States
ROG,Rogers Corporation,"Electronic Equipment, Instruments & C...",4928371140.0,Technology,United States
ROIC,Retail Opportunity Investments Corp.,Equity Real Estate Investment Trusts ...,2213297406.0,Real Estate,United States
ROIV,Roivant Sciences Ltd.,Pharmaceuticals,2837495035.0,Healthcare,United Kingdom
ROK,"Rockwell Automation, Inc.",Electrical Equipment,23803482084.0,Industrials,United States
ROKU,"Roku, Inc.",Entertainment,12038961145.0,Communication Services,United States
ROL,"Rollins, Inc.",Commercial Services & Supplies,17851711467.0,Consumer Cyclical,United States
ROLL,RBC Bearings Incorporated,Machinery,4887330700.0,Industrials,United States
RONI,Rice Acquisition Corp. II,Blank Check / SPAC,421786940.0,Financial Services,United States
ROOT,"Root, Inc.",Insurance-Property & Casualty,330849983.0,Financial Services,United States
ROP,"Roper Technologies, Inc.",Industrial Conglomerates,45809487732.0,Industrials,United States
ROSE,Rose Hill Acquisition Corporation,Blank Check / SPAC,194062000.0,Financial Services,United States
ROSS,Ross Acquisition Corp II,Blank Check / SPAC,422625019.0,Financial Services,United States
ROST,"Ross Stores, Inc.",Specialty Retail,30567589819.0,Consumer Cyclical,United States
ROVR,"Rover Group, Inc.",Personal Services,947902205.0,Consumer Cyclical,United States
RPAY,Repay Holdings Corporation,IT Services,1145916667.0,Technology,United States
RPD,"Rapid7, Inc.",Software,4110560757.0,Technology,United States
RPHM,"Reneo Pharmaceuticals, Inc.",Biotechnology,51852227.0,Healthcare,United States
RPID,"Rapid Micro Biosystems, Inc.",Wireless Telecommunication Services,206357100.0,Healthcare,United States
RPM,RPM International Inc.,Chemicals,11508309964.0,Basic Materials,United States
RPRX,Royalty Pharma plc,Pharmaceuticals,26973419509.0,Healthcare,United States
RPT,RPT Realty,Equity Real Estate Investment Trusts ...,1040656379.0,Real Estate,United States
RPTX,Repare Therapeutics Inc.,Biotechnology,364898490.0,Healthcare,Canada
RRAC,Rigel Resource Acquisition Corp.,Blank Check / SPAC,372000000.0,Financial Services,United States
RRBI,"Red River Bancshares, Inc.",Banks,366640181.0,Financial Services,United States
RRC,Range Resources Corporation,"Oil, Gas & Consumable Fuels",9364653036.0,Energy,United States
RRGB,"Red Robin Gourmet Burgers, Inc.","Hotels, Restaurants & Leisure",135907980.0,Consumer Cyclical,United States
RRR,"Red Rock Resorts, Inc.","Hotels, Restaurants & Leisure",2342697958.0,Consumer Cyclical,United States
RRX,Regal Rexnord Corporation,Specialty Industrial Machinery,8144384941.0,Industrials,United States
RS,Reliance Steel & Aluminum Co.,Metals & Mining,12335725551.0,Basic Materials,United States
RSG,"Republic Services, Inc.",Commercial Services & Supplies,42373619678.0,Industrials,United States
RSI,"Rush Street Interactive, Inc.","Hotels, Restaurants & Leisure",1327839615.0,Consumer Cyclical,United States
RSKD,Riskified Ltd.,Software-Application,823654335.0,Technology,Israel
RSLS,ReShape Lifesciences Inc.,Health Care Equipment & Supplies,14765758.0,Healthcare,United States
RSSS,"Research Solutions, Inc.",IT Services,55752252.0,Technology,United States
RSVR,"Reservoir Media, Inc.",Entertainment,461797920.0,Communication Services,United States
RTL,"The Necessity Retail REIT, Inc.",REIT-Diversified,1040401340.0,Real Estate,United States
RTLR,Rattler Midstream LP,"Oil, Gas & Consumable Fuels",2402517747.0,Energy,United States
RTX,Raytheon Technologies Corporation,Aerospace & Defense,141000000000.0,Industrials,United States
RUBY,"Rubius Therapeutics, Inc.",Biotechnology,95625887.0,Healthcare,United States
RUN,Sunrun Inc.,Electrical Equipment,5019599354.0,Technology,United States
RUSHA,"Rush Enterprises, Inc.",Trading Companies & Distributors,2789341684.0,Consumer Cyclical,United States
RUSHB,"Rush Enterprises, Inc.",Auto & Truck Dealerships,2796839148.0,Consumer Cyclical,United States
RUTH,"Ruth's Hospitality Group, Inc.","Hotels, Restaurants & Leisure",621925566.0,Consumer Cyclical,United States
RVAC,Riverview Acquisition Corp.,Blank Check / SPAC,309062490.0,Financial Services,United States
RVLP,RVL Pharmaceuticals plc,Biotechnology,134515007.0,Healthcare,United States
RVLV,"Revolve Group, Inc.",Internet & Direct Marketing Retail,2167723503.0,Consumer Cyclical,United States
RVMD,"Revolution Medicines, Inc.",Biotechnology,1179754750.0,Healthcare,United States
RVNC,"Revance Therapeutics, Inc.",Pharmaceuticals,924156089.0,Healthcare,United States
RVP,"Retractable Technologies, Inc.",Health Care Equipment & Supplies,133390804.0,Healthcare,United States
RVPH,"Reviva Pharmaceuticals Holdings, Inc.",Biotechnology,26180609.0,Healthcare,United States
RVSB,"Riverview Bancorp, Inc.",Thrifts & Mortgage Finance,150023772.0,Financial Services,United States
RVSN,Rail Vision Ltd.,Industrials,16055061.0,Industrials,Israel
RWAY,Runway Growth Finance Corp.,Credit Services,550761910.0,Financial Services,United States
RWLK,ReWalk Robotics Ltd.,Health Care Equipment & Supplies,57759149.0,Healthcare,Israel
RWOD,Redwoods Acquisition Corp.,Blank Check / SPAC,141094015.0,Financial Services,United States
RWT,"Redwood Trust, Inc.",Mortgage Real Estate Investment Trust...,1211370619.0,Real Estate,United States
RXDX,"Prometheus Biosciences, Inc.",Biotechnology,1106948724.0,Healthcare,United States
RXRA,RXR Acquisition Corp.,Blank Check / SPAC,420468740.0,Financial Services,United States
RXRX,"Recursion Pharmaceuticals, Inc.",Biotechnology,983880062.0,Healthcare,United States
RXST,"RxSight, Inc.",Medical Devices,373244179.0,Healthcare,United States
RXT,"Rackspace Technology, Inc.",Software-Infrastructure,1885088248.0,Technology,United States
RY,Royal Bank of Canada,Banks,143000000000.0,Financial Services,Canada
RYAAY,Ryanair Holdings plc,Airlines,20194633644.0,Industrials,Ireland
RYAM,Rayonier Advanced Materials Inc.,Chemicals,265612239.0,Basic Materials,United States
RYAN,"Ryan Specialty Holdings, Inc.",Insurance-Specialty,4087726314.0,Financial Services,United States
RYI,Ryerson Holding Corporation,Metals & Mining,1124239598.0,Industrials,United States
RYN,Rayonier Inc.,Equity Real Estate Investment Trusts ...,6093411324.0,Real Estate,United States
RYTM,"Rhythm Pharmaceuticals, Inc.",Biotechnology,162267710.0,Healthcare,United States
RZLT,"Rezolute, Inc.",Biotechnology,100748400.0,Healthcare,United States
S,"SentinelOne, Inc.",Software-Infrastructure,6896043000.0,Technology,United States
SA,Seabridge Gold Inc.,Metals & Mining,1130123773.0,Basic Materials,Canada
SABR,Sabre Corporation,IT Services,2438140665.0,Consumer Cyclical,United States
SABS,"SAB Biotherapeutics, Inc.",Biotechnology,83346479.0,Healthcare,United States
SACH,Sachem Capital Corp.,Thrifts & Mortgage Finance,181778331.0,Real Estate,United States
SAFE,Safehold Inc.,Equity Real Estate Investment Trusts ...,2660400352.0,Real Estate,United States
SAFM,"Sanderson Farms, Inc.",Food Products,4341619524.0,Consumer Defensive,United States
SAFT,"Safety Insurance Group, Inc.",Insurance,1373622194.0,Financial Services,United States
SAGA,Sagaliam Acquisition Corp.,Blank Check / SPAC,141449868.0,Financial Services,United States
SAGE,"Sage Therapeutics, Inc.",Biotechnology,1885980541.0,Healthcare,United States
SAH,"Sonic Automotive, Inc.",Specialty Retail,1841899632.0,Consumer Cyclical,United States
